var1(t-3),var2(t-3),var1(t-2),var2(t-2),var1(t-1),var2(t-1),var1(t),var2(t)
0.74337893,-0.66964434,0.72149301,-1.390194,0.69392067,-2.2116372,0.72614973,-2.9807575
0.72149301,-1.390194,0.69392067,-2.2116372,0.72614973,-2.9807575,0.6899268,-3.6216995
0.69392067,-2.2116372,0.72614973,-2.9807575,0.6899268,-3.6216995,0.68452698,-4.3878615
0.72614973,-2.9807575,0.6899268,-3.6216995,0.68452698,-4.3878615,0.67798747,-5.1748974
0.6899268,-3.6216995,0.68452698,-4.3878615,0.67798747,-5.1748974,0.71027589,-5.9458351
0.68452698,-4.3878615,0.67798747,-5.1748974,0.71027589,-5.9458351,0.72599697,-6.6752154
0.67798747,-5.1748974,0.71027589,-5.9458351,0.72599697,-6.6752154,0.77827294,-7.4277814
0.71027589,-5.9458351,0.72599697,-6.6752154,0.77827294,-7.4277814,0.78722073,-8.2787905
3.9981583,-2.345655,3.994628,-1.7425124,3.9116669,-1.3037155,3.9010168,-0.83573816
3.994628,-1.7425124,3.9116669,-1.3037155,3.9010168,-0.83573816,3.8913916,-0.34864652
3.9116669,-1.3037155,3.9010168,-0.83573816,3.8913916,-0.34864652,3.8103933,0.12966924
3.9010168,-0.83573816,3.8913916,-0.34864652,3.8103933,0.12966924,3.8007819,0.61675835
3.8913916,-0.34864652,3.8103933,0.12966924,3.8007819,0.61675835,3.7911742,1.1036593
3.8103933,0.12966924,3.8007819,0.61675835,3.7911742,1.1036593,3.7774752,1.5134466
3.8007819,0.61675835,3.7911742,1.1036593,3.7774752,1.5134466,3.7171033,2.0475353
3.7911742,1.1036593,3.7774752,1.5134466,3.7171033,2.0475353,3.7054604,2.4957436
3.7774752,1.5134466,3.7171033,2.0475353,3.7054604,2.4957436,3.6948467,2.9630201
3.1288617,-2.2558812,3.1382244,-1.7469568,3.1286644,-1.255469,3.0833548,-0.75912316
3.1382244,-1.7469568,3.1286644,-1.255469,3.0833548,-0.75912316,3.0916839,-0.2704522
3.1286644,-1.255469,3.0833548,-0.75912316,3.0916839,-0.2704522,3.1157762,0.17631296
3.0833548,-0.75912316,3.0916839,-0.2704522,3.1157762,0.17631296,3.1062294,0.66697425
3.0916839,-0.2704522,3.1157762,0.17631296,3.1062294,0.66697425,3.1334342,1.171063
3.1157762,0.17631296,3.1062294,0.66697425,3.1334342,1.171063,3.1217999,1.6224206
3.1062294,0.66697425,3.1334342,1.171063,3.1217999,1.6224206,3.07447,2.0797445
3.1334342,1.171063,3.1217999,1.6224206,3.07447,2.0797445,3.0974955,2.5053945
3.1217999,1.6224206,3.07447,2.0797445,3.0974955,2.5053945,3.1215431,2.9499377
3.5639945,-5.8544754,3.4256303,-5.0958745,3.3394518,-4.3608407,3.2384748,-3.5645719
3.4256303,-5.0958745,3.3394518,-4.3608407,3.2384748,-3.5645719,3.1373794,-2.7673698
3.3394518,-4.3608407,3.2384748,-3.5645719,3.1373794,-2.7673698,3.1267001,-1.961247
3.2384748,-3.5645719,3.1373794,-2.7673698,3.1267001,-1.961247,2.9896853,-1.1580279
3.1373794,-2.7673698,3.1267001,-1.961247,2.9896853,-1.1580279,2.8566313,-0.27532427
3.1267001,-1.961247,2.9896853,-1.1580279,2.8566313,-0.27532427,2.7307501,0.41132097
2.9896853,-1.1580279,2.8566313,-0.27532427,2.7307501,0.41132097,2.60783,1.1576775
2.8566313,-0.27532427,2.7307501,0.41132097,2.60783,1.1576775,2.4666187,1.9083339
2.7307501,0.41132097,2.60783,1.1576775,2.4666187,1.9083339,2.2503828,2.6342767
1.4302367,-8.1973697,1.565124,-7.4425727,1.6658627,-6.6278058,1.877881,-5.8052689
1.565124,-7.4425727,1.6658627,-6.6278058,1.877881,-5.8052689,1.9399255,-5.0127148
1.6658627,-6.6278058,1.877881,-5.8052689,1.9399255,-5.0127148,2.0061824,-4.1427489
1.877881,-5.8052689,1.9399255,-5.0127148,2.0061824,-4.1427489,2.0345955,-3.2904689
1.9399255,-5.0127148,2.0061824,-4.1427489,2.0345955,-3.2904689,1.9703547,-2.448095
2.0061824,-4.1427489,2.0345955,-3.2904689,1.9703547,-2.448095,1.9449291,-1.5708001
2.0345955,-3.2904689,1.9703547,-2.448095,1.9449291,-1.5708001,1.9151631,-0.77272082
1.9703547,-2.448095,1.9449291,-1.5708001,1.9151631,-0.77272082,1.9059075,0.061726348
1.9449291,-1.5708001,1.9151631,-0.77272082,1.9059075,0.061726348,2.0461963,0.93142582
1.9151631,-0.77272082,1.9059075,0.061726348,2.0461963,0.93142582,1.9745336,1.6351333
3.286625,-6.6962718,3.2895653,-5.9679735,3.2368212,-5.2744413,3.2555554,-4.5879649
3.2895653,-5.9679735,3.2368212,-5.2744413,3.2555554,-4.5879649,3.2406531,-3.8593906
3.2368212,-5.2744413,3.2555554,-4.5879649,3.2406531,-3.8593906,3.2772083,-3.17646
3.2555554,-4.5879649,3.2406531,-3.8593906,3.2772083,-3.17646,3.2591848,-2.5074942
3.2406531,-3.8593906,3.2772083,-3.17646,3.2591848,-2.5074942,3.2065293,-1.8147032
3.2772083,-3.17646,3.2591848,-2.5074942,3.2065293,-1.8147032,3.224205,-1.150977
3.2591848,-2.5074942,3.2065293,-1.8147032,3.224205,-1.150977,3.2250793,-0.46604127
3.2065293,-1.8147032,3.224205,-1.150977,3.2250793,-0.46604127,3.2961363,0.18813712
3.224205,-1.150977,3.2250793,-0.46604127,3.2961363,0.18813712,3.4431953,0.92619249
3.2250793,-0.46604127,3.2961363,0.18813712,3.4431953,0.92619249,3.4377637,1.4920126
0.36429191,1.6786114,0.44597387,2.1073129,0.58503667,2.5452772,0.6110676,3.0015796
1.5528552,2.3794818,1.4818553,1.7757384,1.4465739,1.1450822,1.3545933,0.50216447
1.4818553,1.7757384,1.4465739,1.1450822,1.3545933,0.50216447,1.28204,-0.12536097
1.4465739,1.1450822,1.3545933,0.50216447,1.28204,-0.12536097,1.2082108,-0.77413468
1.3545933,0.50216447,1.28204,-0.12536097,1.2082108,-0.77413468,1.116695,-1.4020669
1.28204,-0.12536097,1.2082108,-0.77413468,1.116695,-1.4020669,1.0984777,-2.0609092
1.2082108,-0.77413468,1.116695,-1.4020669,1.0984777,-2.0609092,1.0428953,-2.7160951
1.116695,-1.4020669,1.0984777,-2.0609092,1.0428953,-2.7160951,1.0806557,-3.3829554
1.0984777,-2.0609092,1.0428953,-2.7160951,1.0806557,-3.3829554,1.0523067,-4.2238359
1.0428953,-2.7160951,1.0806557,-3.3829554,1.0523067,-4.2238359,1.0396173,-4.7857634
1.0806557,-3.3829554,1.0523067,-4.2238359,1.0396173,-4.7857634,1.0763044,-5.4734935
1.0523067,-4.2238359,1.0396173,-4.7857634,1.0763044,-5.4734935,1.1118738,-6.1813065
1.0396173,-4.7857634,1.0763044,-5.4734935,1.1118738,-6.1813065,1.2758369,-6.9391441
1.0763044,-5.4734935,1.1118738,-6.1813065,1.2758369,-6.9391441,1.3672326,-7.6499818
1.1118738,-6.1813065,1.2758369,-6.9391441,1.3672326,-7.6499818,1.4978977,-8.3222441
1.2758369,-6.9391441,1.3672326,-7.6499818,1.4978977,-8.3222441,1.6086826,-9.012265
1.3672326,-7.6499818,1.4978977,-8.3222441,1.6086826,-9.012265,1.6626793,-9.7187131
2.5888543,-6.2243144,2.5580309,-5.4483404,2.5261461,-4.692288,2.437674,-3.9699601
2.5580309,-5.4483404,2.5261461,-4.692288,2.437674,-3.9699601,2.4410361,-3.2376351
2.5261461,-4.692288,2.437674,-3.9699601,2.4410361,-3.2376351,2.3717684,-2.4971291
2.437674,-3.9699601,2.4410361,-3.2376351,2.3717684,-2.4971291,2.2799634,-1.8324579
2.4410361,-3.2376351,2.3717684,-2.4971291,2.2799634,-1.8324579,2.2470102,-1.0959001
2.3717684,-2.4971291,2.2799634,-1.8324579,2.2470102,-1.0959001,2.1754771,-0.39348431
2.2799634,-1.8324579,2.2470102,-1.0959001,2.1754771,-0.39348431,2.2774704,0.46089077
2.2470102,-1.0959001,2.1754771,-0.39348431,2.2774704,0.46089077,2.2424097,1.1571271
2.1754771,-0.39348431,2.2774704,0.46089077,2.2424097,1.1571271,2.1880861,1.8367869
2.2774704,0.46089077,2.2424097,1.1571271,2.1880861,1.8367869,2.2065145,2.5040234
2.2320184,-7.4096685,2.1806591,-6.6683241,2.1303745,-5.9070118,2.1715447,-5.1542235
2.1806591,-6.6683241,2.1303745,-5.9070118,2.1715447,-5.1542235,2.1062633,-4.332209
2.1303745,-5.9070118,2.1715447,-5.1542235,2.1062633,-4.332209,2.1108784,-3.5772686
2.1715447,-5.1542235,2.1062633,-4.332209,2.1108784,-3.5772686,1.9335213,-2.7816336
2.1062633,-4.332209,2.1108784,-3.5772686,1.9335213,-2.7816336,1.8464908,-2.0152003
2.1108784,-3.5772686,1.9335213,-2.7816336,1.8464908,-2.0152003,1.8685017,-1.2825936
1.9335213,-2.7816336,1.8464908,-2.0152003,1.8685017,-1.2825936,1.8548963,-0.52606576
1.8464908,-2.0152003,1.8685017,-1.2825936,1.8548963,-0.52606576,1.9490532,0.17424313
1.8685017,-1.2825936,1.8548963,-0.52606576,1.9490532,0.17424313,2.0085853,0.91755298
1.8548963,-0.52606576,1.9490532,0.17424313,2.0085853,0.91755298,2.0325795,1.6848827
1.9490532,0.17424313,2.0085853,0.91755298,2.0325795,1.6848827,2.2556467,2.3969949
0.28449886,2.6168669,0.45734665,2.3062025,0.59658809,2.0822191,0.71671759,1.8619028
0.45734665,2.3062025,0.59658809,2.0822191,0.71671759,1.8619028,0.71967677,1.5809228
0.59658809,2.0822191,0.71671759,1.8619028,0.71967677,1.5809228,0.76126558,1.3137676
0.71671759,1.8619028,0.71967677,1.5809228,0.76126558,1.3137676,0.83577922,0.9614929
0.71967677,1.5809228,0.76126558,1.3137676,0.83577922,0.9614929,0.81777759,0.64371117
0.76126558,1.3137676,0.83577922,0.9614929,0.81777759,0.64371117,0.85594771,0.31732003
0.83577922,0.9614929,0.81777759,0.64371117,0.85594771,0.31732003,1.0062133,-0.025278879
0.81777759,0.64371117,0.85594771,0.31732003,1.0062133,-0.025278879,1.0815776,-0.35634292
0.85594771,0.31732003,1.0062133,-0.025278879,1.0815776,-0.35634292,1.1348913,-0.74398281
1.0062133,-0.025278879,1.0815776,-0.35634292,1.1348913,-0.74398281,1.2264813,-1.1165357
1.0815776,-0.35634292,1.1348913,-0.74398281,1.2264813,-1.1165357,1.2982642,-1.5059573
1.1348913,-0.74398281,1.2264813,-1.1165357,1.2982642,-1.5059573,1.3350881,-1.8505634
1.2264813,-1.1165357,1.2982642,-1.5059573,1.3350881,-1.8505634,1.4264033,-2.2217866
1.2982642,-1.5059573,1.3350881,-1.8505634,1.4264033,-2.2217866,1.5001903,-2.5704083
1.3350881,-1.8505634,1.4264033,-2.2217866,1.5001903,-2.5704083,1.4977176,-2.9497085
1.4264033,-2.2217866,1.5001903,-2.5704083,1.4977176,-2.9497085,1.5496474,-3.3553002
1.5001903,-2.5704083,1.4977176,-2.9497085,1.5496474,-3.3553002,1.6525477,-3.8460524
1.4977176,-2.9497085,1.5496474,-3.3553002,1.6525477,-3.8460524,1.6641777,-4.306732
1.5496474,-3.3553002,1.6525477,-3.8460524,1.6641777,-4.306732,1.6758112,-4.7675516
1.6525477,-3.8460524,1.6641777,-4.306732,1.6758112,-4.7675516,1.7059049,-5.2302303
1.6641777,-4.306732,1.6758112,-4.7675516,1.7059049,-5.2302303,1.646978,-5.6249556
1.6758112,-4.7675516,1.7059049,-5.2302303,1.646978,-5.6249556,1.5879515,-6.0203478
1.7059049,-5.2302303,1.646978,-5.6249556,1.5879515,-6.0203478,1.6572869,-6.446817
1.646978,-5.6249556,1.5879515,-6.0203478,1.6572869,-6.446817,1.6929177,-6.8102212
1.5879515,-6.0203478,1.6572869,-6.446817,1.6929177,-6.8102212,1.7100684,-7.1721626
1.6572869,-6.446817,1.6929177,-6.8102212,1.7100684,-7.1721626,1.8054311,-7.4594519
1.6929177,-6.8102212,1.7100684,-7.1721626,1.8054311,-7.4594519,1.8833223,-7.7250897
1.7100684,-7.1721626,1.8054311,-7.4594519,1.8833223,-7.7250897,1.850671,-7.9832186
-0.65218834,2.7572243,-0.43194664,2.5372117,-0.27115282,2.3077081,-0.072714103,2.0725882
-0.43194664,2.5372117,-0.27115282,2.3077081,-0.072714103,2.0725882,0.065694252,1.8076993
-0.27115282,2.3077081,-0.072714103,2.0725882,0.065694252,1.8076993,0.16238537,1.4896477
-0.072714103,2.0725882,0.065694252,1.8076993,0.16238537,1.4896477,0.27899983,1.1890984
0.065694252,1.8076993,0.16238537,1.4896477,0.27899983,1.1890984,0.26068875,0.86962008
0.16238537,1.4896477,0.27899983,1.1890984,0.26068875,0.86962008,0.30032937,0.56133154
0.27899983,1.1890984,0.26068875,0.86962008,0.30032937,0.56133154,0.26308032,0.24436252
0.26068875,0.86962008,0.30032937,0.56133154,0.26308032,0.24436252,0.26370402,-0.078429858
0.30032937,0.56133154,0.26308032,0.24436252,0.26370402,-0.078429858,0.30107617,-0.42668772
0.26308032,0.24436252,0.26370402,-0.078429858,0.30107617,-0.42668772,0.2592225,-0.82452923
0.26370402,-0.078429858,0.30107617,-0.42668772,0.2592225,-0.82452923,0.3511434,-1.220437
0.30107617,-0.42668772,0.2592225,-0.82452923,0.3511434,-1.220437,0.36728377,-1.6060453
0.2592225,-0.82452923,0.3511434,-1.220437,0.36728377,-1.6060453,0.42126177,-1.9964227
0.3511434,-1.220437,0.36728377,-1.6060453,0.42126177,-1.9964227,0.51411648,-2.3710771
0.36728377,-1.6060453,0.42126177,-1.9964227,0.51411648,-2.3710771,0.54798662,-2.7786259
0.42126177,-1.9964227,0.51411648,-2.3710771,0.54798662,-2.7786259,0.67720055,-3.176692
0.51411648,-2.3710771,0.54798662,-2.7786259,0.67720055,-3.176692,0.71214431,-3.5636256
0.54798662,-2.7786259,0.67720055,-3.176692,0.71214431,-3.5636256,0.80459493,-3.936362
0.67720055,-3.176692,0.71214431,-3.5636256,0.80459493,-3.936362,0.89691052,-4.308554
0.71214431,-3.5636256,0.80459493,-3.936362,0.89691052,-4.308554,0.87550639,-4.6892151
0.80459493,-3.936362,0.89691052,-4.308554,0.87550639,-4.6892151,0.94675676,-5.0990709
0.89691052,-4.308554,0.87550639,-4.6892151,0.94675676,-5.0990709,0.92424993,-5.5001256
0.87550639,-4.6892151,0.94675676,-5.0990709,0.92424993,-5.5001256,0.9767384,-5.9079699
0.94675676,-5.0990709,0.92424993,-5.5001256,0.9767384,-5.9079699,0.99398095,-6.2723687
0.92424993,-5.5001256,0.9767384,-5.9079699,0.99398095,-6.2723687,0.97261657,-6.6539593
0.9767384,-5.9079699,0.99398095,-6.2723687,0.97261657,-6.6539593,1.0835117,-7.0255054
0.99398095,-6.2723687,0.97261657,-6.6539593,1.0835117,-7.0255054,1.1392725,-7.3723349
0.97261657,-6.6539593,1.0835117,-7.0255054,1.1392725,-7.3723349,1.2334458,-7.7013387
