var1(t-5),var2(t-5),var3(t-5),var4(t-5),var1(t-4),var2(t-4),var3(t-4),var4(t-4),var1(t-3),var2(t-3),var3(t-3),var4(t-3),var1(t-2),var2(t-2),var3(t-2),var4(t-2),var1(t-1),var2(t-1),var3(t-1),var4(t-1),var1(t),var2(t),var3(t),var4(t)
2.7614036,-1.6976005,-0.017159581,1.7749554,2.7264517,-1.0038863,-0.044978836,1.6788748,2.7254206,-0.35450066,-0.017135367,1.7724508,2.7127434,0.41407434,-0.1350716,1.6917589,2.6173633,0.99890642,-0.15891186,1.6709421,2.5856139,1.750828,-0.11657693,1.6159753
2.7264517,-1.0038863,-0.044978836,1.6788748,2.7254206,-0.35450066,-0.017135367,1.7724508,2.7127434,0.41407434,-0.1350716,1.6917589,2.6173633,0.99890642,-0.15891186,1.6709421,2.5856139,1.750828,-0.11657693,1.6159753,2.5241017,2.2916867,-0.15378036,1.3521467
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,-0.024580262,0.0037232973
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,-0.024580262,0.0037232973,-1.605166,0.93056232,-0.024580262,0.0037232973
-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,0.0,0.0,-1.5855017,0.92758368,-0.024580262,0.0037232973,-1.605166,0.93056232,-0.024580262,0.0037232973,-1.605166,0.93056232,0.0,0.0
-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0
-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0
-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0
-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0
-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0
-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.024631896,-0.0038218586
-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.024631896,-0.0038218586,-1.7014442,1.315107,0.024631896,-0.0038218586
-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.024631896,-0.0038218586,-1.7014442,1.315107,0.024631896,-0.0038218586,-1.7014442,1.315107,0.0,0.0
-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.024631896,-0.0038218586,-1.7014442,1.315107,0.024631896,-0.0038218586,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0
-1.7211497,1.3181645,0.0,0.0,-1.7211497,1.3181645,0.024631896,-0.0038218586,-1.7014442,1.315107,0.024631896,-0.0038218586,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0
-1.7211497,1.3181645,0.024631896,-0.0038218586,-1.7014442,1.315107,0.024631896,-0.0038218586,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0
-1.7014442,1.315107,0.024631896,-0.0038218586,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0
-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0
-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0
-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0
-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0
-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0
-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0
-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,-0.024631896,0.0038218586
-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,-0.024631896,0.0038218586,-1.7211497,1.3181645,-0.024631896,0.0038218586
-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,0.0,0.0,-1.7014442,1.315107,-0.024631896,0.0038218586,-1.7211497,1.3181645,-0.024631896,0.0038218586,-1.7211497,1.3181645,0.0,0.0
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,-0.090643697,0.14071745
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,-0.090643697,0.14071745,-1.5202023,-0.64327399,0.0,0.0
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,-0.090643697,0.14071745,-1.5202023,-0.64327399,0.0,0.0,-1.4476874,-0.75584795,0.090643697,-0.14071745
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,-0.090643697,0.14071745,-1.5202023,-0.64327399,0.0,0.0,-1.4476874,-0.75584795,0.090643697,-0.14071745,-1.4476874,-0.75584795,-0.13979388,0.14739715
-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,-0.090643697,0.14071745,-1.5202023,-0.64327399,0.0,0.0,-1.4476874,-0.75584795,0.090643697,-0.14071745,-1.4476874,-0.75584795,-0.13979388,0.14739715,-1.5595225,-0.63793023,-0.087620699,0.19169776
-1.4476874,-0.75584795,-0.090643697,0.14071745,-1.5202023,-0.64327399,0.0,0.0,-1.4476874,-0.75584795,0.090643697,-0.14071745,-1.4476874,-0.75584795,-0.13979388,0.14739715,-1.5595225,-0.63793023,-0.087620699,0.19169776,-1.5177839,-0.60248974,0.13979388,-0.14739715
-1.5202023,-0.64327399,0.0,0.0,-1.4476874,-0.75584795,0.090643697,-0.14071745,-1.4476874,-0.75584795,-0.13979388,0.14739715,-1.5595225,-0.63793023,-0.087620699,0.19169776,-1.5177839,-0.60248974,0.13979388,-0.14739715,-1.4476874,-0.75584795,0.087620699,-0.19169776
-1.4476874,-0.75584795,0.090643697,-0.14071745,-1.4476874,-0.75584795,-0.13979388,0.14739715,-1.5595225,-0.63793023,-0.087620699,0.19169776,-1.5177839,-0.60248974,0.13979388,-0.14739715,-1.4476874,-0.75584795,0.087620699,-0.19169776,-1.4476874,-0.75584795,0.0,0.0
-1.4476874,-0.75584795,-0.13979388,0.14739715,-1.5595225,-0.63793023,-0.087620699,0.19169776,-1.5177839,-0.60248974,0.13979388,-0.14739715,-1.4476874,-0.75584795,0.087620699,-0.19169776,-1.4476874,-0.75584795,0.0,0.0,-1.4476874,-0.75584795,0.0,0.0
0.39605728,2.8989098,-0.15836959,-1.9318146,0.33270944,2.1261839,-0.068237376,-2.0237388,0.34146738,1.2799188,0.095629534,-2.0772131,0.40921307,0.4644134,0.095670386,-2.0782547,0.41800369,-0.38268497,0.11783487,-2.1061299,0.50348097,-1.2204905,0.14289528,-2.0849071
0.33270944,2.1261839,-0.068237376,-2.0237388,0.34146738,1.2799188,0.095629534,-2.0772131,0.40921307,0.4644134,0.095670386,-2.0782547,0.41800369,-0.38268497,0.11783487,-2.1061299,0.50348097,-1.2204905,0.14289528,-2.0849071,0.53231991,-2.0506106,0.095689465,-2.0784297
0.34146738,1.2799188,0.095629534,-2.0772131,0.40921307,0.4644134,0.095670386,-2.0782547,0.41800369,-0.38268497,0.11783487,-2.1061299,0.50348097,-1.2204905,0.14289528,-2.0849071,0.53231991,-2.0506106,0.095689465,-2.0784297,0.58003254,-2.8832343,0.090035343,-2.1793509
0.40921307,0.4644134,0.095670386,-2.0782547,0.41800369,-0.38268497,0.11783487,-2.1061299,0.50348097,-1.2204905,0.14289528,-2.0849071,0.53231991,-2.0506106,0.095689465,-2.0784297,0.58003254,-2.8832343,0.090035343,-2.1793509,0.60434818,-3.7940913,0.22561352,-2.2938528
0.41800369,-0.38268497,0.11783487,-2.1061299,0.50348097,-1.2204905,0.14289528,-2.0849071,0.53231991,-2.0506106,0.095689465,-2.0784297,0.58003254,-2.8832343,0.090035343,-2.1793509,0.60434818,-3.7940913,0.22561352,-2.2938528,0.76052335,-4.7183165,0.12727856,-2.3607364
0.50348097,-1.2204905,0.14289528,-2.0849071,0.53231991,-2.0506106,0.095689465,-2.0784297,0.58003254,-2.8832343,0.090035343,-2.1793509,0.60434818,-3.7940913,0.22561352,-2.2938528,0.76052335,-4.7183165,0.12727856,-2.3607364,0.70617103,-5.6826804,-0.076104886,-2.1906319
0.53231991,-2.0506106,0.095689465,-2.0784297,0.58003254,-2.8832343,0.090035343,-2.1793509,0.60434818,-3.7940913,0.22561352,-2.2938528,0.76052335,-4.7183165,0.12727856,-2.3607364,0.70617103,-5.6826804,-0.076104886,-2.1906319,0.69963944,-6.470822,0.048694561,-2.0772585
0.58003254,-2.8832343,0.090035343,-2.1793509,0.60434818,-3.7940913,0.22561352,-2.2938528,0.76052335,-4.7183165,0.12727856,-2.3607364,0.70617103,-5.6826804,-0.076104886,-2.1906319,0.69963944,-6.470822,0.048694561,-2.0772585,0.74512667,-7.3444872,0.13584994,-2.2109419
0.60434818,-3.7940913,0.22561352,-2.2938528,0.76052335,-4.7183165,0.12727856,-2.3607364,0.70617103,-5.6826804,-0.076104886,-2.1906319,0.69963944,-6.470822,0.048694561,-2.0772585,0.74512667,-7.3444872,0.13584994,-2.2109419,0.8083194,-8.2395756,0.11231915,-2.2097148
0.76052335,-4.7183165,0.12727856,-2.3607364,0.70617103,-5.6826804,-0.076104886,-2.1906319,0.69963944,-6.470822,0.048694561,-2.0772585,0.74512667,-7.3444872,0.13584994,-2.2109419,0.8083194,-8.2395756,0.11231915,-2.2097148,0.83498199,-9.112259,0.066656493,-2.1817086
1.2607439,2.8275463,0.20382305,-0.53280355,1.3422731,2.6144249,0.12882024,-0.61902596,1.3638001,2.3323255,-0.00074022471,-0.84530728,1.341681,1.9381791,0.031713633,-1.0994558,1.389171,1.4527609,0.068318508,-1.2800792,1.3963358,0.91411569,-0.058446823,-1.4600669
1.3422731,2.6144249,0.12882024,-0.61902596,1.3638001,2.3323255,-0.00074022471,-0.84530728,1.341681,1.9381791,0.031713633,-1.0994558,1.389171,1.4527609,0.068318508,-1.2800792,1.3963358,0.91411569,-0.058446823,-1.4600669,1.3424136,0.28470736,-0.01904681,-1.5915444
1.3638001,2.3323255,-0.00074022471,-0.84530728,1.341681,1.9381791,0.031713633,-1.0994558,1.389171,1.4527609,0.068318508,-1.2800792,1.3963358,0.91411569,-0.058446823,-1.4600669,1.3424136,0.28470736,-0.01904681,-1.5915444,1.3810983,-0.35911982,-0.042319707,-1.5905838
1.341681,1.9381791,0.031713633,-1.0994558,1.389171,1.4527609,0.068318508,-1.2800792,1.3963358,0.91411569,-0.058446823,-1.4600669,1.3424136,0.28470736,-0.01904681,-1.5915444,1.3810983,-0.35911982,-0.042319707,-1.5905838,1.3085578,-0.98775965,-0.11742373,-1.6816713
1.389171,1.4527609,0.068318508,-1.2800792,1.3963358,0.91411569,-0.058446823,-1.4600669,1.3424136,0.28470736,-0.01904681,-1.5915444,1.3810983,-0.35911982,-0.042319707,-1.5905838,1.3085578,-0.98775965,-0.11742373,-1.6816713,1.2871593,-1.7044569,-0.0084602839,-1.8233913
1.3963358,0.91411569,-0.058446823,-1.4600669,1.3424136,0.28470736,-0.01904681,-1.5915444,1.3810983,-0.35911982,-0.042319707,-1.5905838,1.3085578,-0.98775965,-0.11742373,-1.6816713,1.2871593,-1.7044569,-0.0084602839,-1.8233913,1.3017896,-2.4464726,-0.034518073,-1.8725327
1.3424136,0.28470736,-0.01904681,-1.5915444,1.3810983,-0.35911982,-0.042319707,-1.5905838,1.3085578,-0.98775965,-0.11742373,-1.6816713,1.2871593,-1.7044569,-0.0084602839,-1.8233913,1.3017896,-2.4464726,-0.034518073,-1.8725327,1.2595449,-3.2024831,-0.083819466,-1.9190867
1.3810983,-0.35911982,-0.042319707,-1.5905838,1.3085578,-0.98775965,-0.11742373,-1.6816713,1.2871593,-1.7044569,-0.0084602839,-1.8233913,1.3017896,-2.4464726,-0.034518073,-1.8725327,1.2595449,-3.2024831,-0.083819466,-1.9190867,1.234734,-3.981742,-0.037385588,-1.9268459
1.3085578,-0.98775965,-0.11742373,-1.6816713,1.2871593,-1.7044569,-0.0084602839,-1.8233913,1.3017896,-2.4464726,-0.034518073,-1.8725327,1.2595449,-3.2024831,-0.083819466,-1.9190867,1.234734,-3.981742,-0.037385588,-1.9268459,1.2296364,-4.7439598,0.009151927,-1.9335899
1.2871593,-1.7044569,-0.0084602839,-1.8233913,1.3017896,-2.4464726,-0.034518073,-1.8725327,1.2595449,-3.2024831,-0.083819466,-1.9190867,1.234734,-3.981742,-0.037385588,-1.9268459,1.2296364,-4.7439598,0.009151927,-1.9335899,1.2420555,-5.5286139,0.10925494,-1.8179271
1.3017896,-2.4464726,-0.034518073,-1.8725327,1.2595449,-3.2024831,-0.083819466,-1.9190867,1.234734,-3.981742,-0.037385588,-1.9268459,1.2296364,-4.7439598,0.009151927,-1.9335899,1.2420555,-5.5286139,0.10925494,-1.8179271,1.3170404,-6.1983014,0.011956042,-1.8866991
1.2595449,-3.2024831,-0.083819466,-1.9190867,1.234734,-3.981742,-0.037385588,-1.9268459,1.2296364,-4.7439598,0.009151927,-1.9335899,1.2420555,-5.5286139,0.10925494,-1.8179271,1.3170404,-6.1983014,0.011956042,-1.8866991,1.2516204,-7.0379732,-0.018223433,-2.0104667
