,frame_number,pedestrian_ID,pos_x,pos_y,v_x,v_y
95,16,13,0.74799948,3.0774719,-0.18436381,-1.1666445
96,17,5,-1.5855017,0.92758368,0.0,0.0
97,17,6,-1.7014442,1.315107,0.0,0.0
98,17,8,-1.4476874,-0.75584795,-0.090643697,0.14071745
99,17,11,0.40921307,0.4644134,0.095670386,-2.0782547
100,17,12,1.341681,1.9381791,0.031713633,-1.0994558
101,17,13,0.73631184,2.5393753,-0.010026763,-1.4241121
102,17,14,3.9981583,-2.345655,-0.0088256794,1.5078565
103,17,15,3.1288617,-2.2558812,0.023406789,1.272311
104,17,16,3.5639945,-5.8544754,-0.34591046,1.8965023
105,18,5,-1.5855017,0.92758368,0.0,0.0
106,18,6,-1.7014442,1.315107,0.0,0.0
107,18,8,-1.5202023,-0.64327399,0.0,0.0
108,18,11,0.41800369,-0.38268497,0.11783487,-2.1061299
109,18,12,1.389171,1.4527609,0.068318508,-1.2800792
110,18,13,0.73997807,1.9381822,0.032600947,-1.507189
111,18,14,3.994628,-1.7425124,-0.10811423,1.3024243
112,18,15,3.1382244,-1.7469568,-0.00024659725,1.2505152
113,18,16,3.4256303,-5.0958745,-0.28067832,1.8670434
114,19,5,-1.5855017,0.92758368,0.0,0.0
115,19,6,-1.7014442,1.315107,0.0,0.0
116,19,8,-1.4476874,-0.75584795,0.090643697,-0.14071745
117,19,11,0.50348097,-1.2204905,0.14289528,-2.0849071
118,19,12,1.3963358,0.91411569,-0.058446823,-1.4600669
119,19,13,0.7623926,1.333624,0.054634998,-1.5364247
120,19,14,3.9116669,-1.3037155,-0.11701403,1.1334678
121,19,15,3.1286644,-1.255469,-0.068587026,1.234792
122,19,16,3.3394518,-4.3608407,-0.23394439,1.9141282
123,20,5,-1.5855017,0.92758368,0.0,0.0
124,20,6,-1.7014442,1.315107,0.0,0.0
125,20,8,-1.4476874,-0.75584795,-0.13979388,0.14739715
126,20,11,0.53231991,-2.0506106,0.095689465,-2.0784297
127,20,12,1.3424136,0.28470736,-0.01904681,-1.5915444
128,20,13,0.78368607,0.7090424,0.0021451815,-1.6294402
129,20,14,3.9010168,-0.83573816,-0.025344188,1.1938362
130,20,15,3.0833548,-0.75912316,-0.046225572,1.2312711
131,20,16,3.2384748,-3.5645719,-0.25259056,1.9918386
132,21,5,-1.5855017,0.92758368,0.0,0.0
133,21,6,-1.7014442,1.315107,0.0,0.0
134,21,8,-1.5595225,-0.63793023,-0.087620699,0.19169776
135,21,11,0.58003254,-2.8832343,0.090035343,-2.1793509
136,21,12,1.3810983,-0.35911982,-0.042319707,-1.5905838
137,21,13,0.76410875,0.030071855,-0.050383928,-1.7233584
138,21,14,3.8913916,-0.34864652,-0.11327945,1.2067592
139,21,15,3.0916839,-0.2704522,0.040526829,1.1692952
140,21,16,3.1373794,-2.7673698,-0.13971833,2.0041561
141,22,5,-1.5855017,0.92758368,0.0,0.0
142,22,6,-1.7014442,1.315107,0.0,0.0
143,22,8,-1.5177839,-0.60248974,0.13979388,-0.14739715
144,22,11,0.60434818,-3.7940913,0.22561352,-2.2938528
145,22,12,1.3085578,-0.98775965,-0.11742373,-1.6816713
146,22,13,0.74337893,-0.66964434,-0.053269676,-1.7753324
147,22,14,3.8103933,0.12966924,-0.11326211,1.2067561
148,22,15,3.1157762,0.17631296,0.018181828,1.1717831
149,22,16,3.1267001,-1.961247,-0.18461762,2.0116774
150,23,5,-1.5855017,0.92758368,-0.024580262,0.0037232973
151,23,6,-1.7014442,1.315107,-0.024631896,0.0038218586
152,23,8,-1.4476874,-0.75584795,0.087620699,-0.19169776
153,23,11,0.76052335,-4.7183165,0.12727856,-2.3607364
154,23,12,1.2871593,-1.7044569,-0.0084602839,-1.8233913
155,23,13,0.72149301,-1.390194,-0.061822826,-1.9274911
156,23,14,3.8007819,0.61675835,-0.024023771,1.2174875
157,23,15,3.1062294,0.66697425,0.022072455,1.2434376
158,23,16,2.9896853,-1.1580279,-0.33758609,2.1074035
159,23,17,1.4302367,-8.1973697,0.33721813,1.8869925
160,23,18,3.286625,-6.6962718,0.0073505986,1.8207459
161,24,5,-1.605166,0.93056232,-0.024580262,0.0037232973
162,24,6,-1.7211497,1.3181645,-0.024631896,0.0038218586
163,24,8,-1.4476874,-0.75584795,0.0,0.0
164,24,11,0.70617103,-5.6826804,-0.076104886,-2.1906319
165,24,12,1.3017896,-2.4464726,-0.034518073,-1.8725327
166,24,13,0.69392067,-2.2116372,0.0058209114,-1.9882043
167,24,14,3.7911742,1.1036593,-0.029133364,1.1208603
168,24,15,3.1334342,1.171063,0.019463076,1.1943079
169,24,16,2.8566313,-0.27532427,-0.32366897,1.9616861
170,24,17,1.565124,-7.4425727,0.29453251,1.961955
171,24,18,3.2895653,-5.9679735,-0.062254825,1.7772882
172,25,5,-1.605166,0.93056232,0.0,0.0
173,25,6,-1.7211497,1.3181645,0.0,0.0
174,25,8,-1.4476874,-0.75584795,0.0,0.0
175,25,11,0.69963944,-6.470822,0.048694561,-2.0772585
176,25,12,1.2595449,-3.2024831,-0.083819466,-1.9190867
177,25,13,0.72614973,-2.9807575,-0.0049923297,-1.7625778
178,25,14,3.7774752,1.5134466,-0.092588645,1.179845
179,25,15,3.1217999,1.6224206,-0.073705247,1.1358519
180,25,16,2.7307501,0.41132097,-0.31100161,1.7912522
181,25,17,1.6658627,-6.6278058,0.39094634,2.0466298
182,25,18,3.2368212,-5.2744413,-0.042512309,1.7250107
183,26,11,0.74512667,-7.3444872,0.13584994,-2.2109419
184,26,12,1.234734,-3.981742,-0.037385588,-1.9268459
185,26,13,0.6899268,-3.6216995,-0.052028443,-1.7588801
186,26,14,3.7171033,2.0475353,-0.090018512,1.2278713
187,26,15,3.07447,2.0797445,-0.030380413,1.1037174
188,26,16,2.60783,1.1576775,-0.33016425,1.8712662
189,26,17,1.877881,-5.8052689,0.34257848,2.0188637
190,26,18,3.2555554,-4.5879649,0.0047899587,1.7688134
191,27,11,0.8083194,-8.2395756,0.11231915,-2.2097148
192,27,12,1.2296364,-4.7439598,0.009151927,-1.9335899
193,27,13,0.68452698,-4.3878615,-0.014924162,-1.9414974
194,27,14,3.7054604,2.4957436,-0.027820831,1.1443561
195,27,15,3.0974955,2.5053945,0.058841379,1.0877415
196,27,16,2.4666187,1.9083339,-0.44680893,1.845749
197,27,17,1.9399255,-5.0127148,0.16037672,2.07815
198,27,18,3.2406531,-3.8593906,0.027066115,1.7643812
199,28,11,0.83498199,-9.112259,0.066656493,-2.1817086
200,28,12,1.2420555,-5.5286139,0.10925494,-1.8179271
201,28,13,0.67798747,-5.1748974,0.032186139,-1.9474669
202,28,14,3.6948467,2.9630201,-0.02653433,1.1681912
203,28,15,3.1215431,2.9499377,0.060118921,1.1113581
204,28,16,2.2503828,2.6342767,-0.5405897,1.8148569
205,28,17,2.0061824,-4.1427489,0.11833743,2.1528074
206,28,18,3.2772083,-3.17646,0.023164621,1.6898704
207,29,12,1.3170404,-6.1983014,0.011956042,-1.8866991
208,29,13,0.71027589,-5.9458351,0.060011863,-1.8753975
209,29,17,2.0345955,-3.2904689,-0.044784652,2.1183174
210,29,18,3.2591848,-2.5074942,-0.088348726,1.7021959
211,30,12,1.2516204,-7.0379732,-0.018223433,-2.0104667
212,30,13,0.72599697,-6.6752154,0.084996312,-1.8524328
213,30,17,1.9703547,-2.448095,-0.11208292,2.1495859
214,30,18,3.2065293,-1.8147032,-0.043724814,1.6956466
215,31,12,1.3024616,-7.8066748,0.058605768,-1.8924155
216,31,13,0.77827294,-7.4277814,0.076529706,-2.0044688
217,31,17,1.9449291,-1.5708001,-0.068989444,2.0942177
218,31,18,3.224205,-1.150977,0.023187458,1.6858274
219,32,12,1.298505,-8.5519056,-0.0098915841,-1.8630769
220,32,13,0.78722073,-8.2787905,0.022369472,-2.1275227
221,32,17,1.9151631,-0.77272082,-0.048777019,2.0406581
222,32,18,3.2250793,-0.46604127,0.089914213,1.6738926
223,32,19,0.36429191,1.6786114,0.20420489,1.0717539
224,33,17,1.9059075,0.061726348,0.16379147,2.1301833
225,33,18,3.2961363,0.18813712,0.27264498,1.7402922
226,33,19,0.44597387,2.1073129,0.27593095,1.0833323
227,34,17,2.0461963,0.93142582,0.085782604,1.9667586
228,34,18,3.4431953,0.92619249,0.17703419,1.6298444
229,34,19,0.58503667,2.5452772,0.20636716,1.1178334
230,35,17,1.9745336,1.6351333,-0.17915684,1.7592686
231,35,18,3.4377637,1.4920126,-0.01357895,1.4145503
232,35,19,0.6110676,3.0015796,0.065077302,1.140756
233,41,20,1.5528552,2.3794818,-0.17749964,-1.5093585
234,42,20,1.4818553,1.7757384,-0.1328516,-1.5429995
235,43,20,1.4465739,1.1450822,-0.15907759,-1.5919674
236,43,21,2.5888543,-6.2243144,-0.07705865,1.9399349
237,44,20,1.3545933,0.50216447,-0.20566738,-1.5880539
238,44,21,2.5580309,-5.4483404,-0.078385349,1.915033
239,45,20,1.28204,-0.12536097,-0.18297803,-1.5953739
240,45,21,2.5261461,-4.692288,-0.15044614,1.8479754
241,46,20,1.2082108,-0.77413468,-0.20668123,-1.5958824
242,46,21,2.437674,-3.9699601,-0.10638739,1.8183161
243,47,20,1.116695,-1.4020669,-0.13716639,-1.6084681
244,47,21,2.4410361,-3.2376351,-0.082381927,1.8410388
245,47,23,2.2320184,-7.4096685,-0.12839831,1.853361
246,48,20,1.0984777,-2.0609092,-0.09224967,-1.6425352
247,48,21,2.3717684,-2.4971291,-0.20134092,1.7564715
248,48,23,2.1806591,-6.6683241,-0.12705492,1.8783208
249,49,20,1.0428953,-2.7160951,-0.022277503,-1.6525578
250,49,21,2.2799634,-1.8324579,-0.15594783,1.7515362
251,49,23,2.1303745,-5.9070118,-0.011392966,1.8926257
252,50,20,1.0806557,-3.3829554,0.011764225,-1.884676
253,50,21,2.2470102,-1.0959001,-0.13060789,1.798717
254,50,23,2.1715447,-5.1542235,-0.030138946,1.9685035
255,50,24,0.28449886,2.6168669,0.43211948,-0.77666092
256,50,25,-0.65218834,2.7572243,0.55060424,-0.5500315
257,50,26,3.517236,-4.0462315,-0.19910168,1.2953059
258,51,20,1.0523067,-4.2238359,-0.051298036,-1.75351
259,51,21,2.1754771,-0.39348431,0.038075368,1.9459886
260,51,23,2.1062633,-4.332209,-0.075832945,1.9711936
261,51,24,0.45734665,2.3062025,0.39011154,-0.6683097
262,51,25,-0.43194664,2.5372117,0.4762944,-0.56189524
263,51,26,3.4375953,-3.5281092,-0.10895272,1.3098155
264,52,20,1.0396173,-4.7857634,0.029997225,-1.562072
265,52,21,2.2774704,0.46089077,0.083665767,1.9382643
266,52,23,2.1108784,-3.5772686,-0.21592754,1.9382193
267,52,24,0.59658809,2.0822191,0.32421367,-0.5553747
268,52,25,-0.27115282,2.3077081,0.44904067,-0.58077945
269,52,26,3.4300738,-2.9983791,-0.067150434,1.2565694
270,53,20,1.0763044,-5.4734935,0.090320593,-1.7444289
271,53,21,2.2424097,1.1571271,-0.11173039,1.7198702
272,53,23,1.9335213,-2.7816336,-0.33048449,1.9525854
273,53,24,0.71671759,1.8619028,0.15386085,-0.62662047
274,53,25,-0.072714103,2.0725882,0.42105884,-0.62501107
275,53,26,3.383875,-2.5228536,-0.11291836,1.2376647
276,53,27,2.3875333,-7.9184596,0.088772759,1.6359286
277,54,20,1.1118738,-6.1813065,0.24941555,-1.8320633
278,54,21,2.1880861,1.8367869,-0.04486901,1.6836203
279,54,23,1.8464908,-2.0152003,-0.081274514,1.8737999
280,54,24,0.71967677,1.5809228,0.055684983,-0.68516897
281,54,25,0.065694252,1.8076993,0.29387434,-0.72867559
282,54,26,3.3397391,-2.0082474,-0.043600541,1.2777809
283,54,27,2.4230424,-7.2640882,0.13280306,1.6063523
284,55,20,1.2758369,-6.9391441,0.31919856,-1.8358441
285,55,21,2.2065145,2.5040234,0.046070917,1.6680911
286,55,23,1.8685017,-1.2825936,0.010506946,1.8614182
287,55,24,0.76126558,1.3137676,0.14512806,-0.77428732
288,55,25,0.16238537,1.4896477,0.26663198,-0.77325115
289,55,26,3.3489945,-1.5006289,-0.13528312,1.2416424
290,55,27,2.4937757,-6.6333778,0.020426191,1.638093
291,56,20,1.3672326,-7.6499818,0.27757599,-1.728875
292,56,23,1.8548963,-0.52606576,0.10068935,1.821046
293,56,24,0.83577922,0.9614929,0.070640017,-0.83757054
294,56,25,0.27899983,1.1890984,0.12287922,-0.7750345
295,56,26,3.2315126,-1.0149334,-0.20600943,1.1782809
296,56,27,2.4393833,-5.9536138,-0.067808786,1.6933208
297,57,20,1.4978977,-8.3222441,0.30181242,-1.702854
298,57,23,1.9490532,0.17424313,0.19211126,1.8045234
299,57,24,0.81777759,0.64371117,0.025210608,-0.80521609
300,57,25,0.26068875,0.86962008,0.026661922,-0.78470851
301,57,26,3.184187,-0.55800422,-0.047500343,1.20544
302,57,27,2.4395287,-5.2787211,-0.0036605681,1.6126017
303,58,20,1.6086826,-9.012265,0.20597704,-1.7455862
304,58,23,2.0085853,0.91755298,0.10440794,1.8882995
305,58,24,0.85594771,0.31732003,0.23554461,-0.83623756
306,58,25,0.30032937,0.56133154,0.0029894613,-0.78157196
307,58,26,3.1935124,-0.050581444,-0.044886055,1.2541062
308,58,27,2.4364549,-4.6635324,-0.11996848,1.574164
309,59,20,1.6626793,-9.7187131,0.13499186,-1.7661202
310,59,23,2.0325795,1.6848827,0.30882668,1.8493024
311,59,24,1.0062133,-0.025278879,0.28203735,-0.84207868
312,59,25,0.26308032,0.24436252,-0.045781688,-0.79970175
313,59,26,3.1482782,0.44528074,-0.0015992726,1.2221426
314,59,27,2.3435539,-4.0193899,-0.0036551713,1.6102242
315,59,28,0.74320738,3.6580752,0.095367025,-0.81667511
316,60,23,2.2556467,2.3969949,0.55766791,1.7802805
317,60,24,1.0815776,-0.35634292,0.16084757,-0.89837991
318,60,25,0.26370402,-0.078429858,0.047494815,-0.8388128
319,60,26,3.1922329,0.92713262,0.087546533,1.2073757
320,60,27,2.4335308,-3.375353,0.14864114,1.4687389
321,60,28,0.78135419,3.3314051,0.16544039,-0.82887606
322,61,24,1.1348913,-0.74398281,0.18112966,-0.95024098
323,61,25,0.30107617,-0.42668772,-0.0056019057,-0.93262421
324,61,26,3.2183154,1.4111813,-0.025174485,1.2003272
325,61,27,2.4624668,-2.8443988,0.0042951841,1.3350104
326,61,28,0.8755597,2.9949743,0.18589262,-0.8817906
327,62,24,1.2264813,-1.1165357,0.20421608,-0.9524681
328,62,25,0.2592225,-0.82452923,0.062584034,-0.99218658
329,62,26,3.1720934,1.8873944,-0.11555507,1.1905329
330,62,27,2.4369669,-2.3073447,0.2237783,1.1820122
331,62,28,0.93006829,2.6259726,0.11431038,-0.8935174
332,63,24,1.2982642,-1.5059573,0.13575843,-0.9175346
333,63,25,0.3511434,-1.220437,0.13507659,-0.97689508
334,63,27,2.6414895,-1.898789,0.5272795,0.91833889
335,63,28,0.967008,2.2801604,0.18547711,-0.87981961
336,64,24,1.3350881,-1.8505634,0.16017381,-0.89478659
337,64,25,0.36728377,-1.6060453,0.087647965,-0.96998211
338,64,27,2.8587905,-1.5726736,0.52347988,0.88934941
339,64,28,1.07845,1.9221169,0.18678575,-0.85446186
340,65,24,1.4264033,-2.2217866,0.20637786,-0.89980612
341,65,25,0.42126177,-1.9964227,0.18354089,-0.95628978
342,65,27,3.0602734,-1.1873095,0.50370722,0.96341032
343,65,28,1.1164366,1.5965909,0.021002224,-0.87675629
344,66,24,1.5001903,-2.5704083,0.089142921,-0.90990243
345,66,25,0.51411648,-2.3710771,0.15840606,-0.97775409
346,66,28,1.0952518,1.2207119,0.042868933,-0.90503061
347,67,24,1.4977176,-2.9497085,0.061821316,-0.98111491
348,67,25,0.54798662,-2.7786259,0.20385509,-1.0070186
349,67,28,1.1507317,0.87256641,0.13864893,-0.87004346
350,68,24,1.5496474,-3.3553002,0.19353758,-1.1204299
351,68,25,0.67720055,-3.176692,0.20519712,-0.98124959
352,68,28,1.2061709,0.52467714,0.067502842,-0.88383782
353,69,24,1.6525477,-3.8460524,0.14316285,-1.1892898
354,69,25,0.71214431,-3.5636256,0.15924297,-0.94958755
355,69,28,1.204734,0.16549615,0.021030109,-0.87674035
356,70,24,1.6641777,-4.306732,0.029079474,-1.1518739
357,70,25,0.80459493,-3.936362,0.23095776,-0.93116049
358,70,28,1.222995,-0.17671514,0.15889077,-0.92141242
359,71,24,1.6758112,-4.7675516,0.052159059,-1.1543729
360,71,25,0.89691052,-4.308554,0.088639324,-0.94106636
361,71,28,1.3318466,-0.57163379,0.15194669,-1.0449004
362,72,24,1.7059049,-5.2302303,-0.036041555,-1.0717551
363,72,25,0.87550639,-4.6892151,0.062307793,-0.98814615
364,72,28,1.3445523,-1.0126355,-0.036427415,-1.0686868
365,72,29,-1.0496775,-5.7140983,0.45148233,-0.65504853
366,72,30,-1.2936308,-7.5311479,0.0,0.0
367,73,24,1.646978,-5.6249556,-0.14744178,-0.98764689
368,73,25,0.94675676,-5.0990709,0.060929422,-1.0136381
369,73,28,1.3027047,-1.4265832,-0.063795311,-1.1407883
370,73,29,-0.8690846,-5.9761177,0.44777196,-0.70501221
371,73,30,-1.2936308,-7.5311479,0.0,0.0
372,74,24,1.5879515,-6.0203478,0.012886099,-1.0273268
373,74,25,0.92424993,-5.5001256,0.037477054,-1.0111237
374,74,28,1.2935161,-1.9252661,-0.13923814,-1.2330632
375,74,29,-0.69145996,-6.278108,0.52311404,-0.63197465
376,74,30,-1.2936308,-7.5311479,0.0,0.0
377,75,24,1.6572869,-6.446817,0.13120775,-0.98734169
378,75,25,0.9767384,-5.9079699,0.08716378,-0.96530393
379,75,28,1.1913142,-2.4130338,-0.20920744,-1.2264896
380,75,29,-0.45059337,-6.4816974,0.47037154,-0.67674603
381,75,30,-1.2936308,-7.5311479,0.0,0.0
382,76,24,1.6929177,-6.8102212,0.065976888,-0.9066819
383,76,25,0.99398095,-6.2723687,-0.0051522912,-0.93248682
384,76,28,1.1261501,-2.9064579,-0.073928942,-1.3199336
385,76,29,-0.31516273,-6.8195049,0.41304934,-0.79786055
386,76,30,-1.2936308,-7.5311479,0.0,0.0
387,77,24,1.7100684,-7.1721626,0.14064174,-0.81153847
388,77,25,0.97261657,-6.6539593,0.11191347,-0.94142091
389,77,28,1.132171,-3.4689807,-0.053548786,-1.3743714
390,77,29,-0.12015389,-7.1199858,0.51485692,-0.67538301
391,77,30,-1.2936308,-7.5311479,0.0,0.0
392,78,24,1.8054311,-7.4594519,0.21656744,-0.69115897
393,78,25,1.0835117,-7.0255054,0.20831993,-0.8979695
394,78,28,1.0833111,-4.0059549,-0.069911555,-1.2482068
395,78,29,0.096722809,-7.3598113,0.33331951,-0.88991028
396,78,30,-1.2936308,-7.5311479,0.0,0.0
397,79,24,1.8833223,-7.7250897,0.056549889,-0.65470829
398,79,25,1.1392725,-7.3723349,0.18741764,-0.84479158
399,79,28,1.0762418,-4.4675462,0.0014834573,-1.231646
400,79,29,0.14650171,-7.8319141,0.2535348,-1.0096652
401,79,30,-1.2936308,-7.5311479,0.0,0.0
402,80,24,1.850671,-7.9832186,-0.081628308,-0.64532209
403,80,25,1.2334458,-7.7013387,0.23543334,-0.82250949
404,80,28,1.0844979,-4.9912718,-0.045279017,-1.2281771
405,80,29,0.29955065,-8.1675434,0.38262234,-0.83907345
406,80,30,-1.2936308,-7.5311479,0.0,0.0
407,81,28,1.0400186,-5.4500879,-0.11119824,-1.1470402
408,81,30,-1.2936308,-7.5311479,0.0,0.0
409,87,31,3.3010985,-2.3950812,-0.042432674,1.719405
410,87,32,2.2133258,3.6253141,-0.14234044,-1.7465469
411,88,31,3.2841255,-1.7073192,-0.00049987692,1.664276
412,88,32,2.1563896,2.9266954,-0.068798659,-1.662282
413,89,31,3.3006986,-1.0636603,0.040108938,1.5839996
414,89,32,2.1582868,2.2954885,-0.087701941,-1.588019
415,90,31,3.3162126,-0.44011954,0.041363059,1.6064339
416,90,32,2.086228,1.6562802,-0.15481313,-1.5544283
417,91,31,3.3337891,0.2214868,0.066117946,1.6495226
418,91,32,2.0344363,1.0519459,-0.04094257,-1.5751522
419,92,31,3.369107,0.87949855,0.042567204,1.6269727
420,92,32,2.053474,0.39615838,-0.00077280184,-1.6822938
421,93,31,3.3678428,1.523065,0.082916633,1.5448295
422,93,32,2.0338181,-0.29388918,0.07044147,-1.6435653
423,94,31,3.4354403,2.1153621,0.10114871,1.4669116
424,94,32,2.1098272,-0.91869388,0.16174836,-1.6567004
425,95,31,3.4487618,2.6965942,0.033303835,1.4530803
426,95,32,2.1632168,-1.6192495,0.042250312,-1.7398531
427,95,33,0.76736554,-7.2853425,-0.39779417,1.3455487
428,95,34,-1.3108624,-7.4886352,0.0,0.0
429,96,32,2.1436274,-2.3105763,0.13341802,-1.7506538
430,96,33,0.60824787,-6.747123,-0.25496004,1.3608839
431,96,34,-1.3108624,-7.4886352,0.0,0.0
432,96,35,0.54650502,1.8698464,-0.18504145,-1.5768247
433,97,32,2.2699512,-3.0197725,0.15628962,-1.7539825
434,97,33,0.56339751,-6.1966354,-0.2096381,1.3342984
435,97,34,-1.3108624,-7.4886352,0.0,0.0
436,97,35,0.47248844,1.2391166,-0.25755954,-1.5928476
437,98,32,2.2686591,-3.7137623,-0.0032302355,-1.7349745
438,98,33,0.44053739,-5.6796843,-0.42334382,1.3550877
439,98,34,-1.3108624,-7.4886352,0.0,0.0
440,98,35,0.34045739,0.59556838,-0.26098053,-1.6469331
441,99,33,0.22472245,-5.1125652,-0.53953735,1.4177978
442,99,35,0.26370402,-0.078429858,-0.19188342,-1.6849956
443,100,36,0.17122544,-0.69126962,-0.36887601,-1.4168389
444,100,37,0.021406977,-4.6462738,-0.66855052,0.9313935
445,100,38,-1.3995161,-7.3170923,0.0030237596,0.051513881
446,101,36,0.023675038,-1.2580052,-0.22921306,-1.4877925
447,101,37,-0.24601323,-4.2737164,-0.71848751,0.93877658
448,101,38,-1.3983066,-7.2964867,0.0030236873,0.051512649
449,101,39,-2.7366305,-3.2078765,0.07548355,0.40903526
450,102,36,-0.012145007,-1.8815036,-0.28670747,-1.6380556
